paciente_id,nombre,apellido_paterno,apellido_materno,fecha_nacimiento,edad,genero,curp,telefono,direccion,localidad,municipio,centro_salud_id,centro_salud_nombre,distancia_centro_km,tiene_seguro_popular,fecha_registro,activo
PAC00228,Juan,Iglesias,Ornelas,1968-06-26,56,F,DOCK130303MPLLLUA0,661-671-3606x505,Eje vial Norte Alcala 089 683,Vieja Somalia,Madero,CS002,Centro de Salud Tiquicheo,3.3,False,2023-04-26,True
PAC00229,Natalia,Portillo,Yáñez,2011-09-07,13,F,VEXA241019MNLLRM03,814-395-7850x74884,Callejón Italia 865 Interior 984,San Rubén los altos,Tzitzio,CS003,Centro de Salud Madero,5.2,True,2024-06-04,True
PAC00230,Norma,Olivo,Zarate,1969-01-10,56,M,UOVL470626MGTWHJ05,,Calzada República de Corea 763 135,Nueva Portugal,Tiquicheo,CS004,Centro de Salud Susupuato,27.5,True,2023-01-07,True
PAC00231,Anel,Quintanilla,Marrero,1989-03-12,36,F,HIHX520526MTCNPI00,776-331-1854,Privada Sur Razo 645 483,Nueva Israel,Susupuato,CS003,Centro de Salud Madero,5.1,True,2023-12-15,True
PAC00232,Luis,Arredondo,Bañuelos,1964-10-02,60,M,GUDV180924MOCRCEA1,,Diagonal Méndez 300 Interior 134,San Teodoro los bajos,Tiquicheo,CS002,Centro de Salud Tiquicheo,15.8,True,2023-01-31,True
PAC00233,Armando,Delgadillo,Esparza,1967-02-10,58,M,WEYC470807MQOZHK07,809.157.6253x5199,"Cerrada Iraq 768 Edif. 730 , Depto. 796",Vieja Libia,Tzitzio,CS002,Centro de Salud Tiquicheo,12.9,True,2025-04-17,True
PAC00234,Liliana,Caldera,Rodarte,1965-03-28,60,M,YAET330725MTSQRP08,+18(8)1040107998,Avenida Sur Gamboa 557 Interior 824,Vieja Uruguay,Tzitzio,CS002,Centro de Salud Tiquicheo,5.6,True,2023-07-06,True
PAC00235,Blanca,Ureña,Solorzano,1938-06-26,86,M,AEHW130401MOCGFM00,(574)527-4147x563,"Peatonal Oaxaca 461 Edif. 060 , Depto. 818",Nueva Granada,Madero,CS001,Centro de Salud Tzitzio,150.0,False,2023-01-27,True
PAC00236,Genaro,Villagómez,Casanova,2010-05-09,15,F,TUKN261126HQOTPY01,,"Cerrada Baja California 347 Edif. 552 , Depto. 561",Nueva Italia,Susupuato,CS004,Centro de Salud Susupuato,26.1,False,2023-03-19,True
PAC00237,Felipe,Maestas,Ponce,1945-09-27,79,M,FALW740814HSLZLY01,112.278.3305x506,Ampliación Saint Kitts y Nevis 311 042,San Lorenzo de la Montaña,Tzitzio,CS004,Centro de Salud Susupuato,1.1,True,2022-10-09,False
PAC00238,Guadalupe,Páez,Olivas,2024-09-18,0,M,NOMD110106MYNGJW08,1-181-988-4481x09817,Retorno Sur Pacheco 424 Interior 691,San Federico los bajos,Tzitzio,CS004,Centro de Salud Susupuato,15.2,True,2021-06-27,True
PAC00239,Andrés,Delgado,Arellano,1985-12-13,39,M,DUXT960711HNLFFP09,,Boulevard Norte Tovar 019 630,Vieja Micronesia,Tiquicheo,CS002,Centro de Salud Tiquicheo,5.5,True,2022-06-30,True
PAC00240,Enrique,Castellanos,Cardona,1937-01-09,88,F,BUPG210406MQOKBAA1,201-608-1182,Corredor Turquía 119 Interior 185,San Aurelio de la Montaña,Tzitzio,CS002,Centro de Salud Tiquicheo,33.9,True,2022-07-07,True
PAC00241,Aldo,Rico,Fierro,2019-03-15,6,M,DIUH071129MNLLSBA7,,"Prolongación Tabasco 893 Edif. 756 , Depto. 523",San Iván los bajos,Tiquicheo,CS004,Centro de Salud Susupuato,4.7,True,2023-12-15,True
PAC00242,Aida,Segura,Núñez,1996-06-24,28,F,DAYB180121HCMZHK03,666.875.5247,Boulevard Hidalgo 736 Interior 027,San David los altos,Susupuato,CS002,Centro de Salud Tiquicheo,10.6,True,2025-02-10,True
PAC00243,David,Sierra,Marrero,1968-08-24,56,F,MOOI590908MYNRZZ00,,"Privada Norte de la Crúz 812 Edif. 127 , Depto. 402",San Gilberto de la Montaña,Tiquicheo,CS001,Centro de Salud Tzitzio,22.3,True,2025-04-18,True
PAC00244,Manuel,de la O,Godínez,1949-05-10,76,M,SOZS400312MGRYQY01,344-682-8461,Avenida Sur Amaya 510 Interior 409,San Antonio los altos,Tzitzio,CS003,Centro de Salud Madero,34.4,True,2025-05-07,True
PAC00245,Felipe,Muñoz,Velásquez,1960-02-03,65,M,PANO720722HCSLZK07,,Retorno Aguascalientes 503 759,San Conchita los altos,Tuzantla,CS003,Centro de Salud Madero,2.9,True,2021-10-01,True
PAC00246,Karla,Castillo,Casillas,1983-06-27,41,M,XEPL871027MDGWYB00,,Continuación Norte Casanova 306 230,Vieja Lituania,Tiquicheo,CS002,Centro de Salud Tiquicheo,8.2,True,2021-02-14,True
PAC00247,Eloisa,de la Fuente,Rosas,1988-06-16,36,M,KEKI520212HNEKWU00,1-249-451-6969,Privada Arabia Saudita 609 002,San Eugenio los bajos,Tiquicheo,CS004,Centro de Salud Susupuato,6.9,False,2025-05-03,True
PAC00248,Alonso,Saucedo,Vigil,1992-02-29,33,F,DOXU740902HDFQRB08,+19(6)3370112655,Eje vial Mauritania 059 340,San Blanca los altos,Tzitzio,CS002,Centro de Salud Tiquicheo,5.6,True,2022-10-06,True
PAC00249,María José,Alva,Abrego,1940-04-27,85,M,OILB760617HVZNWY00,+35(7)2374564937,Prolongación Alcaraz 659 659,San Ariadna los bajos,Susupuato,CS004,Centro de Salud Susupuato,101.3,True,2024-01-08,True
PAC00250,Jerónimo,Armenta,Montez,1990-08-19,34,M,LIRQ200424MDFCHPA2,,Diagonal Norte Arce 435 Interior 974,Nueva Azerbaiyán,Susupuato,CS001,Centro de Salud Tzitzio,19.8,False,2023-04-09,True
PAC00251,Helena,Yáñez,Mireles,2012-09-26,12,F,ZEWK900821HTCCZV05,1-567-185-6472,Ampliación Baja California 255 Interior 890,San Eugenio los altos,Susupuato,CS001,Centro de Salud Tzitzio,2.7,True,2023-12-01,True
PAC00252,Zoé,Vega,Escamilla,1979-03-14,46,M,BUNS970426MNEHXF00,06183211832,"Retorno Sur Curiel 657 Edif. 528 , Depto. 201",San Estefanía de la Montaña,Tiquicheo,CS003,Centro de Salud Madero,36.7,False,2022-11-11,True
PAC00253,Timoteo,Aguirre,Rivero,1983-12-27,41,F,TEIM700417MNLSGE05,1-899-946-0000x4439,Pasaje República Federal Democrática de Nepal 400 Interior 169,Vieja Honduras,Tuzantla,CS002,Centro de Salud Tiquicheo,150.0,True,2022-12-12,True
PAC00254,José,Reyes,Rangel,1963-05-09,62,M,TIVL920522HGRVWW05,514.506.0868x74384,"Calzada Sur Suárez 775 Edif. 096 , Depto. 516",San Gerónimo de la Montaña,Tzitzio,CS001,Centro de Salud Tzitzio,42.1,True,2024-01-05,True
PAC00255,Salma,Pulido,Angulo,1980-07-12,44,F,NAQD921127HSLGCV02,,Pasaje Bernal 786 670,Vieja Mozambique,Madero,CS004,Centro de Salud Susupuato,2.0,True,2024-08-31,True
PAC00256,Julio César,Munguía,Noriega,2009-07-19,15,M,WIGY080521HQRSFTA3,547.911.3297x563,Cerrada Sur González 360 258,San Ramón los bajos,Tuzantla,CS004,Centro de Salud Susupuato,6.8,True,2020-10-19,True
PAC00257,Hernán,Briseño,Arevalo,1986-10-15,38,F,BOMN390718MCCBLG03,1-775-432-3893,Calle Almaraz 349 Interior 963,San Ramón los altos,Susupuato,CS004,Centro de Salud Susupuato,55.7,True,2021-07-17,True
PAC00258,Cornelio,Santana,Godoy,1964-02-15,61,F,RUGY810104HNLSHV04,,Circuito Portugal 372 Interior 678,San Gilberto de la Montaña,Tiquicheo,CS004,Centro de Salud Susupuato,5.2,True,2022-09-17,True
PAC00259,Mariano,Marrero,Roybal,2022-09-20,2,F,SIAK910626MDGCGK06,1-149-161-3887x2796,Circuito Sur Salcedo 034 Interior 799,San Isabel de la Montaña,Tuzantla,CS001,Centro de Salud Tzitzio,20.8,True,2021-01-22,True
PAC00260,Francisco Javier,Vera,Serna,1965-09-23,59,F,WIQH730816HCSVHN03,440-455-6574,Diagonal Kuwait 816 Interior 116,Vieja Santa Lucía,Susupuato,CS001,Centro de Salud Tzitzio,30.9,False,2021-06-10,True
PAC00261,Juana,Pabón,Navarrete,2017-01-09,8,F,GUQP470623HCLPSH00,1-575-088-6425x73059,Calzada Norte de la O 076 664,San Carla de la Montaña,Tuzantla,CS002,Centro de Salud Tiquicheo,4.0,True,2020-09-28,True
PAC00262,Bernardo,Mejía,Regalado,2022-12-05,2,F,DOIR400124MBCVPQ00,1-489-234-0720x27464,Viaducto Guanajuato 022 Interior 243,San Omar de la Montaña,Susupuato,CS004,Centro de Salud Susupuato,11.3,True,2022-06-17,True
PAC00263,Zoé,Casárez,Lozano,1984-03-11,41,M,FURA911106HJCZJV06,+76(7)8269522507,Diagonal Tabasco 962 Interior 818,Nueva Irlanda,Tzitzio,CS005,Hospital Rural Tuzantla,0.5,False,2023-08-28,True
PAC00264,Darío,Medina,Barrientos,1963-05-07,62,F,CEAO270512MBSDDB02,,"Eje vial Belarús 886 Edif. 682 , Depto. 398",Nueva Somalia,Madero,CS003,Centro de Salud Madero,3.6,True,2022-01-11,True
PAC00265,Carlos,Frías,Verdugo,2009-08-16,15,F,UONK180319HSLFWAA5,135.547.5205x9404,"Boulevard Arguello 813 Edif. 717 , Depto. 151",San Bruno de la Montaña,Tuzantla,CS002,Centro de Salud Tiquicheo,9.0,False,2024-09-26,True
PAC00266,Natalia,Báez,Solorio,2024-06-26,0,F,DIZV110107MCHMSMA9,184.844.8580x25974,"Viaducto Chihuahua 243 Edif. 836 , Depto. 917",San Trinidad los bajos,Tzitzio,CS005,Hospital Rural Tuzantla,2.7,True,2025-02-18,True
PAC00267,José Luis,Sisneros,Treviño,2015-08-31,9,F,EIVZ391220MASWWE08,,Continuación Reyna 074 Interior 259,San Juan Carlos los altos,Tzitzio,CS005,Hospital Rural Tuzantla,86.4,True,2022-04-29,True
PAC00268,Gabriel,Esquibel,Ojeda,1992-03-26,33,F,XIGN830108HGTHKT04,788-199-8573x3066,Privada Sur Iglesias 401 518,San Miriam los bajos,Tiquicheo,CS001,Centro de Salud Tzitzio,2.2,False,2022-02-12,True
PAC00269,Abigail,Benavídez,Ortiz,1992-08-27,32,F,CIVC161114MDFJXPA9,(367)156-6818x7754,"Eje vial Méndez 362 Edif. 360 , Depto. 015",Vieja Chad,Madero,CS003,Centro de Salud Madero,7.2,False,2025-05-14,True
PAC00270,Israel,Almaraz,Arroyo,2021-02-25,4,M,KOOK991017MDGXXL05,1-229-714-6274,"Prolongación Sonora 506 Edif. 428 , Depto. 600",Vieja Botswana,Susupuato,CS004,Centro de Salud Susupuato,14.3,False,2024-01-19,True
PAC00271,Natalia,Ramírez,Alemán,1962-11-05,62,F,LEVX420822MYNSSL01,(018)279-4406x86775,"Pasaje Sinaloa 387 Edif. 599 , Depto. 862",Nueva Rwanda,Susupuato,CS002,Centro de Salud Tiquicheo,68.7,True,2024-09-20,True
PAC00272,Rosario,Tafoya,Vaca,1986-02-20,39,M,GIXU070223HCSBVUA7,,Peatonal México 519 873,San Emilia de la Montaña,Tuzantla,CS004,Centro de Salud Susupuato,2.2,True,2022-11-09,True
PAC00273,María del Carmen,Altamirano,Carrero,2018-07-24,6,F,ROUY320326HSPQKY00,1-895-684-7855,"Peatonal Guanajuato 922 Edif. 648 , Depto. 042",San Yuridia los altos,Madero,CS003,Centro de Salud Madero,49.2,False,2023-11-30,True
PAC00274,Vanesa,Santacruz,Guajardo,2023-01-10,2,M,ZUVF630116HTLHHS08,1-966-348-0979x132,Circunvalación Guatemala 794 715,Nueva Kazajstán,Tiquicheo,CS003,Centro de Salud Madero,12.3,True,2022-04-05,True
PAC00275,Socorro,Arguello,Solorio,2003-06-30,21,F,IIHB840206HSPQTO08,(603)705-9688x1889,Continuación Islas Marshall 515 138,San Catalina de la Montaña,Tzitzio,CS001,Centro de Salud Tzitzio,3.8,True,2021-08-18,True
PAC00276,Pedro,Meraz,Acosta,1965-12-12,59,F,IURS541108HSLZQL03,573.797.5170x60509,Calle Saldivar 883 249,San Ariadna de la Montaña,Tzitzio,CS004,Centro de Salud Susupuato,21.2,True,2024-06-22,True
PAC00277,Eloisa,Borrego,Zamudio,1926-04-08,99,F,LOZP200216HNEGSFA5,,"Boulevard Turquía 243 Edif. 721 , Depto. 608",San Pablo de la Montaña,Tuzantla,CS002,Centro de Salud Tiquicheo,15.5,True,2022-12-07,True
PAC00278,Pablo,Cardenas,Arce,2016-07-14,8,M,NIXD290330MYNTJS01,,Viaducto Islandia 808 Interior 256,Nueva Belice,Susupuato,CS003,Centro de Salud Madero,5.9,False,2024-06-14,False
PAC00279,Marcos,Elizondo,Jaime,1988-09-19,36,M,BUEB520714HMSHVM04,245-134-5592,Periférico Eritrea 982 998,Vieja Etiopía,Tuzantla,CS003,Centro de Salud Madero,13.2,True,2023-04-05,True
PAC00280,Teresa,Angulo,Armenta,1960-06-18,64,F,GOTP760701MGTKRT05,,Eje vial Sur Lira 724 Interior 221,Vieja Gambia,Tuzantla,CS005,Hospital Rural Tuzantla,7.7,True,2021-01-30,True
PAC00281,Elena,Ozuna,Berríos,1985-09-16,39,M,KOTS160323HMCQQE01,,Eje vial Vietman 730 023,Nueva Santa Lucía,Tiquicheo,CS004,Centro de Salud Susupuato,14.0,True,2022-02-24,True
PAC00282,Óscar,Montoya,Navarrete,1989-07-17,35,M,TUBZ390602HCHTGT08,(310)534-4167,"Calle República Democrática del Congo 341 Edif. 478 , Depto. 927",Vieja Reino Unido de Gran Bretaña e Irlanda del Norte,Tzitzio,CS001,Centro de Salud Tzitzio,27.0,True,2022-09-16,True
PAC00283,Genaro,Zapata,Echeverría,1978-02-09,47,F,BUNH140321MSLPXZ05,(358)394-5704x918,Calle Frías 682 520,San Hugo los altos,Tuzantla,CS002,Centro de Salud Tiquicheo,81.7,False,2023-02-22,True
PAC00284,Cristal,Valadez,Madera,1987-01-15,38,M,ROIG480705HASXVD04,07982037878,"Andador Robledo 466 Edif. 357 , Depto. 405",San Germán de la Montaña,Susupuato,CS002,Centro de Salud Tiquicheo,2.8,True,2023-09-30,True
PAC00285,Anabel,Linares,Navarrete,2002-01-01,23,M,UUII540903MSPYLV09,04568777310,Calzada Tlaxcala 862 Interior 459,San Guadalupe los altos,Tiquicheo,CS001,Centro de Salud Tzitzio,150.0,True,2024-10-04,True
PAC00286,Olga,Zavala,Zambrano,1982-10-05,42,F,JULY600513MCMFKO02,404.609.5267,Corredor Carrillo 493 Interior 201,Nueva Libia,Tiquicheo,CS002,Centro de Salud Tiquicheo,1.2,False,2024-07-26,True
PAC00287,Ángel,Pichardo,Perales,1961-12-22,63,M,UAZC630506HYNYRC02,,Calzada Kiribati 536 Interior 417,Nueva Gambia,Tiquicheo,CS001,Centro de Salud Tzitzio,10.2,True,2021-11-25,True
PAC00288,Alfonso,Macías,Mateo,1960-04-10,65,F,QIWT291004HGRZTO06,,"Calzada Galván 768 Edif. 379 , Depto. 950",San Adriana los altos,Tuzantla,CS004,Centro de Salud Susupuato,24.7,True,2023-05-03,False
PAC00289,Espartaco,Ulibarri,Montoya,1978-03-29,47,M,VALH940605HGTDLY02,954-162-4272x4624,Pasaje Norte Chacón 859 Interior 456,San Rubén de la Montaña,Susupuato,CS003,Centro de Salud Madero,17.1,True,2025-02-03,True
PAC00290,Alejandra,Gamboa,Galindo,2019-11-13,5,M,RIXR170114MQRLKTA6,833-508-0265,Pasaje Bolivia 042 Interior 006,San Alma los altos,Susupuato,CS005,Hospital Rural Tuzantla,5.8,True,2025-02-15,True
PAC00291,Araceli,Domínguez,Uribe,2008-09-12,16,M,QIKD160702MMSSQS02,1-705-052-0532,"Periférico Huerta 528 Edif. 855 , Depto. 061",Nueva Sudáfrica,Tiquicheo,CS003,Centro de Salud Madero,9.5,True,2021-09-28,True
PAC00292,Esther,Corrales,Salcido,1979-07-29,45,M,IAMU861011HMCNRL06,436.340.4934x213,Viaducto Quintanilla 589 Interior 525,Nueva República Popular Democrática de Corea,Tzitzio,CS002,Centro de Salud Tiquicheo,6.7,True,2020-09-22,True
PAC00293,Nancy,Arce,Menchaca,2008-06-09,16,F,FOKL811214HNTHJP09,(739)386-1566,Retorno Sur Alcaraz 143 287,Vieja Uganda,Tiquicheo,CS001,Centro de Salud Tzitzio,6.0,True,2022-04-21,True
PAC00294,Aida,Acevedo,Méndez,2017-10-17,7,M,LEYD180525HCHTYAA9,(696)000-7042x949,"Circuito Zaragoza 458 Edif. 446 , Depto. 555",Nueva Lesotho,Tuzantla,CS004,Centro de Salud Susupuato,33.8,True,2020-06-08,True
PAC00295,Leonel,Jaimes,Villareal,2002-02-06,23,F,SIPF291219MSRKXE06,,Callejón Sur Zaragoza 217 Interior 180,San Francisco Javier de la Montaña,Susupuato,CS004,Centro de Salud Susupuato,18.7,True,2021-01-24,True
PAC00296,Olga,del Valle,Ballesteros,1982-01-07,43,M,DUOK250311HASJQS04,,Prolongación Argelia 098 Interior 815,Nueva República de Corea,Madero,CS002,Centro de Salud Tiquicheo,5.3,True,2024-12-02,True
PAC00297,Luis,Gaona,Acevedo,1987-02-20,38,F,TILF040914MTSJRWA0,04204549210,Cerrada Lomeli 465 546,Vieja Sudán del Sur,Madero,CS002,Centro de Salud Tiquicheo,35.9,True,2024-12-10,True
PAC00298,Flavio,Mena,Guevara,2017-10-21,7,M,XIZH031205MSLJGZA1,(757)134-5786x771,"Privada Sur Caldera 171 Edif. 639 , Depto. 927",San Yeni los bajos,Tiquicheo,CS004,Centro de Salud Susupuato,17.6,True,2021-11-22,False
PAC00299,Jesús,Calvillo,Cordero,2004-11-06,20,F,JIRS880108HSRFHB07,,"Peatonal Sur Beltrán 123 Edif. 013 , Depto. 196",San Jos los altos,Madero,CS004,Centro de Salud Susupuato,32.3,True,2021-08-31,True
PAC00300,Ernesto,Partida,Hidalgo,2002-04-07,23,F,RUZI970802MBCRFL02,084.802.9589,Andador Norte Narváez 811 089,San Carmen los bajos,Tuzantla,CS002,Centro de Salud Tiquicheo,25.9,False,2020-08-26,True
PAC00301,Ana,Sierra,Granados,1988-10-03,36,F,VUPY181216MCHQYJA6,1-370-621-4190,Privada Guatemala 837 030,San Benito los altos,Tiquicheo,CS002,Centro de Salud Tiquicheo,4.5,True,2024-10-16,True
PAC00302,Hernán,Tafoya,Lomeli,1932-10-31,92,F,CAFK750128HPLNZJ08,059.620.7586x03043,Boulevard Zimbabwe 259 Interior 771,San Miguel los bajos,Tuzantla,CS005,Hospital Rural Tuzantla,6.2,True,2022-03-14,True
PAC00303,Rosario,Santillán,Robles,2002-01-21,23,F,FAEX090711HMSDJF03,+01(5)3128135339,Callejón Guerrero 774 233,Nueva Chile,Tzitzio,CS002,Centro de Salud Tiquicheo,29.9,False,2024-12-06,True
PAC00304,Sandra,Camacho,Grijalva,1993-08-12,31,F,CAIT190407HCHZQJ01,,Diagonal Norte Abreu 365 596,San Mauricio de la Montaña,Madero,CS003,Centro de Salud Madero,25.3,True,2024-01-06,True
PAC00305,Martín,Botello,Vázquez,1988-07-03,36,M,LIPO961209MTLGWF07,03222223312,Circunvalación Colombia 107 494,San Elsa los altos,Susupuato,CS001,Centro de Salud Tzitzio,11.9,True,2023-04-14,True
PAC00306,Conchita,Galván,Bernal,1978-03-05,47,F,PUHZ730217HTLMPN06,,Circuito Singapur 293 Interior 405,Vieja Guinea Ecuatorial,Madero,CS004,Centro de Salud Susupuato,14.0,False,2021-11-15,True
PAC00307,Wendolin,Alarcón,Montez,1971-07-04,53,F,RAWP560115MOCBRZ06,,Corredor Guanajuato 602 Interior 210,San Úrsula los altos,Tiquicheo,CS002,Centro de Salud Tiquicheo,56.4,True,2022-12-19,True
PAC00308,Elvira,Madrid,Naranjo,2015-04-15,10,F,FOMH200131MCHRZHA3,804-877-9881,Avenida Norte Huerta 806 Interior 208,San Rodolfo de la Montaña,Tuzantla,CS002,Centro de Salud Tiquicheo,6.0,True,2024-11-28,True
PAC00309,Jorge Luis,Montalvo,Arias,2007-07-22,17,F,CEEJ590403HVZYSI08,1-895-699-9903x668,Andador Norte Rosas 752 242,Nueva Kenya,Susupuato,CS002,Centro de Salud Tiquicheo,23.5,False,2020-10-17,False
PAC00310,Salma,Almonte,Frías,2020-08-03,4,M,DIIE510928MASKDE04,,"Calzada Sur Echeverría 209 Edif. 984 , Depto. 173",Vieja Tonga,Tiquicheo,CS001,Centro de Salud Tzitzio,9.6,True,2021-04-08,True
PAC00311,Itzel,Martínez,Magaña,1969-05-10,56,F,BICY220305HCCLQCA6,615.830.2625x1118,Andador Norte Hernádez 392 Interior 245,Nueva Granada,Tiquicheo,CS004,Centro de Salud Susupuato,9.4,False,2023-01-14,True
PAC00312,Estela,Lara,Arias,1960-06-23,64,M,YEMY140417MMNCJO03,(398)668-6394,Peatonal Peña 140 Interior 451,San Rocío los bajos,Tzitzio,CS001,Centro de Salud Tzitzio,45.5,True,2024-07-26,True
PAC00313,Rosalia,Tórrez,Márquez,1984-11-01,40,F,XAXR641218HMSTZJ07,,"Avenida Aguascalientes 350 Edif. 169 , Depto. 283",Nueva Ucrania,Tzitzio,CS001,Centro de Salud Tzitzio,32.8,True,2023-10-07,True
PAC00314,Esmeralda,Verduzco,Tejeda,2019-09-26,5,F,FISD451106MMNBCS09,611.512.6221x468,Eje vial Norte Garza 087 784,Nueva Países Bajos,Susupuato,CS002,Centro de Salud Tiquicheo,32.3,True,2022-09-24,True
PAC00315,Ilse,Ruiz,Contreras,1970-11-30,54,M,VUKY680705HCCPZE04,490.751.0425,Pasaje México 743 471,Vieja Bhután,Tzitzio,CS002,Centro de Salud Tiquicheo,58.4,False,2021-11-02,True
PAC00316,Trinidad,Gil,Ledesma,1936-07-06,88,F,AOLX630112HMSCTW04,145-195-6750,Calle Martínez 329 Interior 296,Nueva Benin,Madero,CS005,Hospital Rural Tuzantla,12.5,True,2022-11-05,True
PAC00317,Gustavo,Malave,Holguín,1976-08-08,48,F,OITR160525HCSVGOA9,,Privada Paredes 605 147,Nueva Camboya,Madero,CS002,Centro de Salud Tiquicheo,27.6,True,2021-08-01,True
PAC00318,Araceli,Téllez,Guevara,1966-06-06,59,F,AULY031112HPLDWMA5,,Diagonal Puente 685 478,San Daniela los altos,Susupuato,CS004,Centro de Salud Susupuato,8.4,True,2022-06-17,True
PAC00319,Eric,Palacios,Covarrubias,2008-12-24,16,F,QABE740121HBSJFP08,,"Retorno Muro 320 Edif. 909 , Depto. 809",Nueva República de Moldova,Tzitzio,CS001,Centro de Salud Tzitzio,18.0,True,2021-09-10,True
PAC00320,Octavio,Anguiano,Anaya,1977-07-06,47,F,HUWC500726HJCZTC01,(551)617-2260,Retorno Chiapas 902 330,Vieja Eslovaquia,Tzitzio,CS001,Centro de Salud Tzitzio,10.4,True,2022-08-24,True
PAC00321,Alberto,Arenas,Menéndez,1960-07-04,64,F,BUIQ680419HCSMDG05,07391742096,"Corredor Sur Salinas 778 Edif. 635 , Depto. 401",Nueva Nauru,Tzitzio,CS004,Centro de Salud Susupuato,13.7,False,2021-04-12,True
PAC00322,Zacarías,Santiago,Bueno,2004-02-09,21,M,FUXR630718MDFZXL01,385.241.8633x8674,Calzada Sur Valencia 132 363,Vieja Polonia,Susupuato,CS003,Centro de Salud Madero,24.9,True,2022-01-03,True
PAC00323,Gabriel,Macías,del Río,2016-03-21,9,F,RUOL091008MPLPRY02,378.429.0616x6787,"Retorno Hidalgo 999 Edif. 599 , Depto. 165",San Sofía de la Montaña,Madero,CS003,Centro de Salud Madero,4.6,True,2021-04-30,True
PAC00324,Linda,Garza,Treviño,2013-05-16,12,F,OOMA871118HNLYBQ02,,Andador Sinaloa 843 Interior 838,San Graciela de la Montaña,Madero,CS002,Centro de Salud Tiquicheo,150.0,False,2024-02-25,True
PAC00325,Adán,Arriaga,Matos,2016-11-15,8,M,WIRQ030602HDFCSLA8,,Callejón Gil 179 340,San Nicolás de la Montaña,Madero,CS004,Centro de Salud Susupuato,3.6,True,2023-04-17,True
PAC00326,Timoteo,Irizarry,Mireles,2009-10-04,15,M,SEXC870731MYNHTW04,(936)191-9440x93779,"Continuación Guerrero 680 Edif. 322 , Depto. 170",San Fernando los bajos,Tzitzio,CS003,Centro de Salud Madero,2.8,True,2023-10-26,True
PAC00327,Nancy,Montenegro,Pineda,1964-06-09,60,F,BILN410625MCLKZT05,(786)388-5645x312,Callejón Acevedo 807 712,Nueva Afganistán,Susupuato,CS001,Centro de Salud Tzitzio,48.9,False,2020-07-26,True
PAC00328,Esparta,Valdez,Ureña,1997-12-07,27,M,WEEB221122MTLYXQA0,,Boulevard San Luis Potosí 602 182,Vieja Jordania,Susupuato,CS002,Centro de Salud Tiquicheo,31.5,True,2023-03-07,True
PAC00329,Patricio,Adame,Barrios,2019-03-25,6,F,BUMI040623HSRVRYA4,260.735.2281,Calle Lozada 433 Interior 925,Vieja Perú,Tiquicheo,CS003,Centro de Salud Madero,25.8,True,2025-05-12,True
PAC00330,Paulina,Villalobos,Quesada,1998-01-05,27,M,XUHH330614HNTRNV06,033.386.0196,Circunvalación Yemen 125 670,San Ana María los altos,Tzitzio,CS003,Centro de Salud Madero,25.9,False,2021-06-09,True
PAC00331,Espartaco,Nava,Balderas,2004-03-25,21,F,UAYJ341119HQRYST05,,Viaducto Sur Camacho 026 862,Nueva Colombia,Tzitzio,CS002,Centro de Salud Tiquicheo,12.0,True,2022-01-24,True
PAC00332,Antonio,Narváez,Curiel,1989-08-22,35,M,BETE041025MASNFJA3,1-685-787-7187x19753,Calzada Tejada 586 278,San Angélica los bajos,Tzitzio,CS001,Centro de Salud Tzitzio,4.2,True,2021-10-17,True
PAC00333,Pamela,Mota,Sánchez,2014-12-27,10,F,TEWW580711HSLXVB03,,Periférico Chiapas 001 Interior 774,Vieja Países Bajos,Tzitzio,CS003,Centro de Salud Madero,13.3,True,2021-12-07,True
PAC00334,Wilfrido,Tafoya,Barrientos,1992-09-17,32,F,AAMV920106MSPFBJ00,(424)112-6706x947,Periférico Nueva Zelandia 394 062,Nueva Guinea Ecuatorial,Susupuato,CS003,Centro de Salud Madero,5.4,False,2022-12-15,True
PAC00335,Serafín,Guerrero,Borrego,1952-07-05,72,F,TUCF770103HNESWW02,,Cerrada Monroy 533 Interior 361,Nueva Haití,Tiquicheo,CS003,Centro de Salud Madero,39.3,True,2025-03-08,True
PAC00336,Federico,Cedillo,Osorio,1989-05-02,36,M,LIUJ311007HNELCU08,,"Prolongación Sur Martínez 409 Edif. 030 , Depto. 851",San Zoé los altos,Susupuato,CS002,Centro de Salud Tiquicheo,10.2,True,2022-07-29,True
PAC00337,Alta  Gracia,Acevedo,López,2020-11-03,4,F,KOVE880104HSLVYU02,423-585-7594x45956,Peatonal Marrero 007 245,San Ofelia los altos,Susupuato,CS001,Centro de Salud Tzitzio,4.5,False,2025-05-08,True
PAC00338,Cornelio,Alcaraz,Alarcón,1938-03-25,87,F,GESR480116HCMMVE03,1-236-148-6567x41465,Cerrada Zacatecas 186 Interior 397,Vieja Estonia,Tiquicheo,CS003,Centro de Salud Madero,8.3,True,2022-07-15,True
PAC00339,Agustín,Bañuelos,Reséndez,2018-12-28,6,M,EAYK480918MTCMSX01,(164)720-7895x00915,Calzada Sur Limón 569 273,San Roberto de la Montaña,Madero,CS001,Centro de Salud Tzitzio,20.0,False,2020-12-25,True
PAC00340,Ramiro,Salas,Montaño,2019-06-01,6,F,TETH101225HBCPDW08,(957)769-1774x859,"Circuito México 853 Edif. 919 , Depto. 682",San Cornelio de la Montaña,Tiquicheo,CS003,Centro de Salud Madero,6.2,True,2022-07-20,True
